name,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day,combined_anomaly_score,per_field_anomaly,combined_anomaly,is_anomaly,customer_avg_amout_1_day_z,customer_avg_amount_7_day_z,customer_avg_amount_30_day_z,merchant_num_trans_1_day_z,merchant_num_trans_7_day_z,merchant_num_trans_30_day_z,merchant_risk_1_day_z,merchant_risk_7_day_z,merchant_risk_30_day_z,merchant_risk_90_day_z,combined_abs_z,flag_per_field,flag_combined
Cathy Lane,37.08071429,46.28785714,34.51,2509.783571,36295.26786,565331.2829,2.857142857,7.642857143,16,26.71428571,15.90969655,TRUE,TRUE,TRUE,-2.569021903,0.24151584,-0.425040907,-0.23372648,-4.154848361,0.271959453,-2.292724001,-3.50576964,-0.2346517,-1.980438269,15.90969655,TRUE,TRUE
Erik Gray,35.48642857,31.98357143,39.73142857,2348.925,46624.695,562424.285,2.785714286,9.071428571,16.57142857,28.85714286,15.90220611,TRUE,TRUE,TRUE,-3.058473129,-4.390178696,1.7530845,-1.149578413,-1.136275045,0.19583302,-2.54754946,-0.391522429,0.759911442,-0.519799978,15.90220611,TRUE,TRUE
David Obrien,39.509,41.609,35.798,2758.207,65227.849,557039.416,3.4,10.6,18,30.5,15.88801066,TRUE,TRUE,TRUE,-1.823529795,-1.27348725,0.112249891,1.180677958,4.300133335,0.054817827,-0.356050511,2.940722087,3.246319294,0.600022712,15.88801066,TRUE,TRUE
Stephen Foster,53.212,46.373,36.506,2606.848,34785.81,690366.455,3.8,8.8,15.7,31.9,15.88648497,TRUE,TRUE,TRUE,2.383338576,0.2690849,0.407592969,0.318912051,-4.595957936,3.546293338,1.070972061,-0.983229399,-0.756797349,1.554306395,15.88648497,TRUE,TRUE
Angela Schneider,39.05545455,54.58545455,39.81181818,2672.111818,43748,531072.4045,3,9.090909091,17.90909091,30.63636364,15.88345605,TRUE,TRUE,TRUE,-1.962769817,2.928258633,1.786619126,0.690493083,-1.976932968,-0.625188159,-1.783073082,-0.349055422,3.08809334,0.692972421,15.88345605,TRUE,TRUE
Jennifer Hansen,47.48333333,44.89,30.96333333,2225.84,62704.67417,606536.7042,3.666666667,11.16666667,15.58333333,30.5,15.83564592,TRUE,TRUE,TRUE,0.624618105,-0.21110706,-1.904537309,-1.850365659,3.562784775,1.351018288,0.59529787,4.176040148,-0.95985399,0.600022712,15.83564592,TRUE,TRUE
Brent Schmidt,45.434,43.621,40.016,2937.145,50817.627,441593.432,3.1,10.5,14.7,31.7,15.81953372,FALSE,TRUE,TRUE,-0.004534312,-0.622006317,1.871793825,2.199465529,0.089027431,-2.968401087,-1.426317439,2.722724783,-2.497282846,1.417980155,15.81953372,FALSE,TRUE
Richard Butler,44.16545455,49.30818182,39.05181818,2687.45,51439.79273,529808.09,2.272727273,7.818181818,15.90909091,25.09090909,15.77110426,TRUE,TRUE,TRUE,-0.393982152,1.219489964,1.469584183,0.77782137,0.270843212,-0.658297147,-4.377659576,-3.123566574,-0.392877654,-3.086982429,15.77110426,TRUE,TRUE
Timothy Hamilton,41.982,54.141,31.256,2654.253,49855.538,556741.979,3.4,9.5,18.4,23.1,15.74443704,TRUE,TRUE,TRUE,-1.064310246,2.784345282,-1.782451045,0.588813496,-0.192124286,0.047028754,-0.356050511,0.542751735,3.942513493,-4.444048187,15.74443704,TRUE,TRUE
Christopher Ross,27.30181818,40.37636364,35.00909091,2576.874545,52741.49091,498049.4018,2.909090909,9.090909091,16.45454545,25.27272727,15.72608085,TRUE,TRUE,TRUE,-5.571176812,-1.672612046,-0.216844515,0.148257506,0.65123908,-1.489971524,-2.107396394,-0.349055422,0.556478072,-2.963049483,15.72608085,TRUE,TRUE
Thomas Cruz,42.73857143,40.16428571,27.19571429,2483.695714,43740.96286,626789.3829,3.428571429,9.142857143,15.85714286,36.14285714,15.71174898,TRUE,TRUE,TRUE,-0.832040202,-1.741282385,-3.47620427,-0.382258287,-1.978989435,1.881381313,-0.254120327,-0.235810068,-0.483292485,4.446370212,15.71174898,TRUE,TRUE
Melissa Jenkins,46.3125,55.20666667,35.24333333,2570.85,59527.49417,569106.0858,3.833333333,10.66666667,17.83333333,26.91666667,15.70745957,TRUE,TRUE,TRUE,0.265168225,3.129405677,-0.119129997,0.11395662,2.63431598,0.370811361,1.189890609,3.086053624,2.956238378,-1.842489097,15.70745957,TRUE,TRUE
Michael Clay,53.473,37.535,40.719,2451.501,51485.384,633788.09,3.7,9.4,15.9,23.6,15.68644488,TRUE,TRUE,TRUE,2.463466478,-2.592639001,2.165051147,-0.565559625,0.284166371,2.064658575,0.714216418,0.32475443,-0.408700249,-4.103232586,15.68644488,TRUE,TRUE
Tracy Villa,48.508,48.958,42.94,2312.971,47624.358,546018.092,4.2,10.1,17.9,28.6,15.68514509,TRUE,TRUE,TRUE,0.939194314,1.106101904,3.091544053,-1.354283329,-0.844143059,-0.23380092,2.497994633,1.850735563,3.072270745,-0.695076573,15.68514509,TRUE,TRUE
Linda Mathews,49.09375,24.60625,40.1325,2438.38375,56181.9175,551675.4488,2.875,9.25,16.75,29.375,15.66966532,TRUE,TRUE,TRUE,1.119021589,-6.778938263,1.920391945,-0.640242986,1.656636549,-0.085650007,-2.229017636,-0.002241527,1.070712423,-0.166812391,15.66966532,TRUE,TRUE
Nicole Ellis,54.32777778,48.73,27.47333333,2476.795556,51502.58222,451016.5433,3.777777778,9.666666667,15.44444444,32.55555556,15.65144453,TRUE,TRUE,TRUE,2.725886211,1.032276033,-3.360395139,-0.421544498,0.289192216,-2.72163522,0.991693029,0.906080576,-1.201588087,2.001153517,15.65144453,TRUE,TRUE
Cody Owen,50.68083333,42.20666667,40.945,2404.944167,55656.3875,463011.8592,2.75,9.083333333,14.83333333,28.66666667,15.64214126,FALSE,TRUE,TRUE,1.606261659,-1.07996417,2.259327328,-0.830632014,1.503060672,-2.407510255,-2.674962189,-0.365570369,-2.265218113,-0.649634493,15.64214126,FALSE,TRUE
Christian Mcdowell,37.13636364,46.57363636,40.06909091,2064.877273,55188.28818,585428.51,2.454545455,8.454545455,15.90909091,29.54545455,15.62008549,TRUE,TRUE,TRUE,-2.55193736,0.334050489,1.893940764,-2.766810606,1.366267789,0.798251621,-3.729012953,-1.736310998,-0.392877654,-0.050625254,15.62008549,TRUE,TRUE
James Combs,48.32111111,53.05666667,36.76555556,2573.08,49351.00556,415534.4222,4.222222222,8.333333333,17.44444444,30.77777778,15.59453125,TRUE,TRUE,TRUE,0.881818779,2.433240664,0.515866891,0.126653175,-0.339564038,-3.650816261,2.577273664,-2.000550155,2.279382907,0.789364712,15.59453125,TRUE,TRUE
Robert Robinson,43.485,49.355,23.031,2627.294,44421.236,636658.336,4,9.7,15.6,28.9,15.59105373,TRUE,TRUE,TRUE,-0.60288405,1.234649583,-5.213520002,0.435321817,-1.780192897,2.139822575,1.784483347,0.978746344,-0.930845898,-0.490587212,15.59105373,TRUE,TRUE
Amy Perez,48.74473684,43.60631579,31.69,2044.87,59918.73737,614881.46,3.315789474,8.052631579,16.21052632,27.05263158,15.58948455,FALSE,TRUE,TRUE,1.011873343,-0.62676103,-1.601407407,-2.880722468,2.748649164,1.569544934,-0.656476315,-2.612472414,0.1317663,-1.749811171,15.58948455,FALSE,TRUE
Erin Phillips,43.63666667,41.13333333,42.89416667,2113.0225,40975.6475,549721.4875,3.666666667,9.916666667,17.83333333,29.75,15.56427536,TRUE,TRUE,TRUE,-0.556321859,-1.427507014,3.072424622,-2.49269466,-2.787098833,-0.136818981,0.59529787,1.451073838,2.956238378,0.08879931,15.56427536,TRUE,TRUE
Joshua Alvarez,41.4175,37.68875,41.88875,2683.4725,50751.5,642588.2062,2.875,8.75,15.375,27.625,15.55683881,FALSE,TRUE,TRUE,-1.237613697,-2.542855107,2.653013811,0.755175384,0.069703107,2.295109882,-2.229017636,-1.092228052,-1.322455135,-1.359666996,15.55683881,FALSE,TRUE
Michelle Taylor,49.35,53.57285714,36.19571429,2871.075714,50641.45286,526981.91,3.285714286,9.285714286,20.71428571,29.71428571,15.54371522,TRUE,TRUE,TRUE,1.197691225,2.600381943,0.278156899,1.823298549,0.037543979,-0.732307178,-0.763771245,0.075614653,7.970494215,0.064455338,15.54371522,TRUE,TRUE
Hannah Freeman,48.2925,28.95125,37.165,2090.65,46853.8575,467652.8488,3.375,8.625,15.875,30.125,15.50951058,TRUE,TRUE,TRUE,0.873035069,-5.372037341,0.682495637,-2.620072997,-1.06930678,-2.285975256,-0.445239421,-1.364724683,-0.452212387,0.344411011,15.50951058,TRUE,TRUE
Candice Long,33.48857143,48.87571429,30.97,2560.348571,46749.71714,602456.57,2.857142857,9.142857143,15.42857143,33.57142857,15.50246647,TRUE,TRUE,TRUE,-3.671822178,1.07945798,-1.9017563,0.054166497,-1.099739765,1.24417058,-2.292724001,-0.235810068,-1.229214841,2.693604262,15.50246647,TRUE,TRUE
Taylor Ramirez,39.881,48.253,44.467,2824.758,46038.711,627307.261,3.4,9.5,15.3,26.6,15.48786397,TRUE,TRUE,TRUE,-1.709324509,0.877824539,3.728533998,1.55958759,-1.307517423,1.894943145,-0.356050511,0.542751735,-1.452991548,-2.058338978,15.48786397,TRUE,TRUE
Stephanie Murphy,41.54857143,45.06285714,43.57428571,1820.51,54589.43286,541055.7043,3.428571429,10,15.85714286,33.57142857,15.48554081,TRUE,TRUE,TRUE,-1.197374315,-0.155136319,3.356137126,-4.158121228,1.191264018,-0.363752468,-0.254120327,1.632738259,-0.483292485,2.693604262,15.48554081,TRUE,TRUE
Rebecca House,48.609,34.906,39.345,2844.249,57755.425,503298.719,3,9.8,16.1,31.5,15.46759339,TRUE,TRUE,TRUE,0.970201663,-3.443903103,1.591885342,1.670560041,2.11646338,-1.352506066,-1.783073082,1.196743649,-0.06060315,1.281653914,15.46759339,TRUE,TRUE
Christopher Williamson,44.604,47.3,33.762,3115.725,51522.713,491297.59,4,9.4,17,37.1,15.45759591,TRUE,TRUE,TRUE,-0.259347182,0.56924535,-0.737070036,3.216214819,0.295075042,-1.666783263,1.784483347,0.32475443,1.505833797,5.098788649,15.45759591,TRUE,TRUE
Veronica Jones,53.03916667,50.74083333,32.545,2464.4575,50733.97417,704290.3867,3.583333333,8.333333333,16.41666667,33.91666667,15.44372858,TRUE,TRUE,TRUE,2.330278145,1.683379202,-1.244743096,-0.491791498,0.064581525,3.91092355,0.298001501,-2.000550155,0.490550591,2.92892932,15.44372858,TRUE,TRUE
Gregory Fuller,49.468,35.044,34.732,2559.442,41846.473,603600.113,2.3,8.8,15.8,30.7,15.40399861,TRUE,TRUE,TRUE,1.233917633,-3.399219023,-0.332433332,0.049004912,-2.532617091,1.274116887,-4.280362583,-0.983229399,-0.582748799,0.736348952,15.40399861,TRUE,TRUE
Thomas Campbell,52.19818182,51.96090909,32.09818182,2056.297273,44848.99909,540118.2827,3.909090909,8.818181818,15.72727273,26.90909091,15.40154927,FALSE,TRUE,TRUE,2.072092889,2.078436902,-1.431133855,-2.815661031,-1.655187489,-0.38830101,1.460160035,-0.943593526,-0.709329562,-1.84765297,15.40154927,FALSE,TRUE
Michelle Herrera,45.01894737,38.47789474,39.31157895,2482.328947,56642.90158,646247.3911,2.789473684,9.315789474,14.68421053,32,15.39210575,FALSE,TRUE,TRUE,-0.131956905,-2.287331872,1.577943709,-0.390040006,1.791350141,2.390934061,-2.534137594,0.141177752,-2.524764196,1.622469516,15.39210575,FALSE,TRUE
Blake Mitchell,56.05222222,36.96666667,35.75444444,2141.643333,51634.76111,587199.4133,3.555555556,8.666666667,15.22222222,33.55555556,15.37217083,TRUE,TRUE,TRUE,3.255296616,-2.776664016,0.094080637,-2.329741294,0.327818914,0.844626802,0.198902712,-1.273892472,-1.588362642,2.68278472,15.37217083,TRUE,TRUE
Sarah Murray,53.50142857,47.36857143,41.58571429,2298.617143,50561.33429,507449.7786,3,10.14285714,15,31.57142857,15.31689922,FALSE,TRUE,TRUE,2.472194148,0.591448619,2.526602087,-1.436007341,0.014130892,-1.243801013,-1.783073082,1.94416298,-1.975137197,1.330341857,15.31689922,FALSE,TRUE
Thomas Humphrey,44.21727273,43.40727273,36.41,2802.440909,64017.92,731952.2036,3.727272727,10,15.63636364,28.81818182,15.30938704,TRUE,TRUE,TRUE,-0.378073791,-0.691210712,0.36754645,1.432524725,3.946555218,4.635311921,0.811513412,1.632738259,-0.867555517,-0.546357038,15.30938704,TRUE,TRUE
Douglas Martin,41.62,43.42428571,42.81714286,2970.984286,48572.62,676855.64,3.428571429,9.571428571,16.42857143,25.57142857,15.27638575,TRUE,TRUE,TRUE,-1.175445497,-0.685701947,3.040294044,2.392130272,-0.567032012,3.192481538,-0.254120327,0.698464095,0.511270656,-2.759445358,15.27638575,TRUE,TRUE
Kim Logan,52.70636364,45.18363636,33.32272727,2387.250909,49685.26182,510828.7291,3.909090909,10.63636364,18,32.45454545,15.25179156,TRUE,TRUE,TRUE,2.228106464,-0.116028287,-0.920313199,-0.931368978,-0.241884174,-1.155315414,1.460160035,3.019993835,3.246319294,1.93230188,15.25179156,TRUE,TRUE
Dustin Rodriguez,33.468,43.877,33.216,2899.705,62780.896,585812.961,3.4,9.2,17.9,29.4,15.25109796,TRUE,TRUE,TRUE,-3.678137678,-0.539114111,-0.964834613,1.986300038,3.585059117,0.808319356,-0.356050511,-0.11124018,3.072270745,-0.149771611,15.25109796,TRUE,TRUE
Michael George,47.33,45.44181818,24.59818182,2674.324545,42634.83182,484892.5764,4.363636364,9.272727273,15.72727273,31.63636364,15.22259433,TRUE,TRUE,TRUE,0.577544242,-0.032429613,-4.559768162,0.703091296,-2.302234625,-1.834513293,3.081776594,0.047303315,-0.709329562,1.374603624,15.22259433,TRUE,TRUE
Emily Shannon,52.65444444,44.87666667,37.97444444,3170.708889,46672.28667,537760.3033,3.222222222,9.555555556,15.33333333,24.33333333,15.20192131,TRUE,TRUE,TRUE,2.212167093,-0.215424363,1.020156392,3.52926684,-1.12236731,-0.45005013,-0.990282765,0.663861348,-1.394975364,-3.603369704,15.20192131,TRUE,TRUE
Stephen Obrien,31.652,43.244,36.013,2560.284,47404.448,458612.962,3.1,9.4,15.6,24,15.1790811,TRUE,TRUE,TRUE,-4.235655956,-0.744078043,0.201937408,0.053798858,-0.908407461,-2.522705506,-1.426317439,0.32475443,-0.930845898,-3.830580105,15.1790811,TRUE,TRUE
Christine Nichols,55.14714286,51.03142857,40.23142857,2313.785714,42048.36286,465363.8414,3.142857143,9.428571429,15.85714286,29.42857143,15.15979961,FALSE,TRUE,TRUE,2.977434123,1.777473266,1.961660121,-1.349644735,-2.473618723,-2.345918183,-1.273422164,0.387039374,-0.483292485,-0.130296434,15.15979961,FALSE,TRUE
Alicia Green,42.61909091,39.58181818,38.18272727,2335.060909,59231.41818,480549.9282,2.727272727,8.181818182,16.09090909,29.09090909,15.15396549,FALSE,TRUE,TRUE,-0.868721134,-1.929884021,1.107041832,-1.22851393,2.547793557,-1.948235535,-2.756043017,-2.330849102,-0.076425745,-0.360457619,15.15396549,FALSE,TRUE
Melissa Fitzgerald,50.64666667,46.80666667,39.12583333,2870.006667,60814.04583,572036.3525,2.916666667,10.25,17.16666667,30.08333333,15.15080724,TRUE,TRUE,TRUE,1.595772374,0.409505161,1.500459695,1.817211902,3.010285574,0.44754714,-2.080369451,2.177731521,1.795914714,0.316009711,15.15080724,TRUE,TRUE
Karen Hughes,45.23181818,50.28272727,37.76727273,2929.044545,61028.04273,557190.65,3.363636364,8.181818182,18,31.36363636,15.07198287,TRUE,TRUE,TRUE,-0.066604829,1.535045522,0.933734453,2.153345407,3.072821987,0.058778237,-0.485779835,-2.330849102,3.246319294,1.188704205,15.07198287,TRUE,TRUE
Beth Williams,46.483,48.32,33.248,2093.415,39677.42,661801.505,3.9,9.6,16,32.4,15.05583273,TRUE,TRUE,TRUE,0.317512314,0.899518984,-0.951485774,-2.604330407,-3.166480462,2.79825435,1.427727704,0.760749039,-0.2346517,1.895121997,15.05583273,TRUE,TRUE
Larry Jones,44.70428571,46.76857143,43.1,2415.69,52358.52571,717958.3014,3.428571429,10,14.71428571,31.57142857,15.05126131,TRUE,TRUE,TRUE,-0.228559121,0.397170011,3.158288252,-0.769450368,0.539324982,4.268849369,-0.254120327,1.632738259,-2.472418767,1.330341857,15.05126131,TRUE,TRUE
Christina Carpenter,46.10777778,47.35666667,34.30333333,2977.972222,46030.46111,681860.62,2.777777778,10,16,32.88888889,15.03817412,TRUE,TRUE,TRUE,0.202317795,0.587593885,-0.511252164,2.431916247,-1.309928291,3.323548463,-2.5758634,1.632738259,-0.2346517,2.228363918,15.03817412,TRUE,TRUE
Rebecca Turner,49.595,44.16333333,30.70166667,2518.914167,54117.73083,469409.4358,4.166666667,8.666666667,14.83333333,26.83333333,15.02561189,FALSE,TRUE,TRUE,1.272907072,-0.446400042,-2.013691883,-0.181741228,1.053418315,-2.239974979,2.379076085,-1.273892472,-2.265218113,-1.899291698,15.02561189,FALSE,TRUE
Karen Williams,45.341,47.474,28.232,3329.722,48828.815,485486.999,3.9,10.2,15.6,29.4,15.02538886,TRUE,TRUE,TRUE,-0.033085634,0.625586146,-3.043916398,4.434611603,-0.492164028,-1.818946967,1.427727704,2.068732868,-0.930845898,-0.149771611,15.02538886,TRUE,TRUE
Troy Stanton,37.923,50.082,33.339,2186.431,45423.518,633764.028,3.6,9.8,15.4,26.9,15.00707554,FALSE,TRUE,TRUE,-2.310437277,1.470050497,-0.913525011,-2.074741696,-1.48729556,2.064028456,0.357460775,1.196743649,-1.278942998,-1.853849618,15.00707554,FALSE,TRUE
Lisa Martinez,36.495,49.845,37.28625,2293.86375,45559.04875,514435.2463,4,9.375,14.375,28.125,14.98338506,TRUE,TRUE,TRUE,-2.748838214,1.393310447,0.733075225,-1.463070892,-1.447689346,-1.060870458,1.784483347,0.270255104,-3.062940632,-1.018851394,14.98338506,TRUE,TRUE
Jeffrey Roberts,52.69181818,51.39272727,36.39181818,3076.016364,55895.17091,606723.0673,3.545454545,10.09090909,17.09090909,30.90909091,14.93365168,FALSE,TRUE,TRUE,2.223640959,1.894460948,0.359961882,2.990132795,1.572840459,1.355898635,0.162866788,1.830917627,1.664059752,0.87887184,14.93365168,FALSE,TRUE
Christopher Orr,41.97875,42.94375,34.67375,2833.54125,48672.43875,681124.5963,2.5,9.125,17.125,32,14.90252329,TRUE,TRUE,TRUE,-1.065308007,-0.841298296,-0.356732392,1.609595223,-0.537861932,3.304273987,-3.566851297,-0.274738159,1.723394485,1.622469516,14.90252329,TRUE,TRUE
Melissa Campos,49.3625,51.24166667,38.69166667,2738.465,61165.50667,556474.1383,2.75,8.083333333,16.08333333,31.08333333,14.89546523,TRUE,TRUE,TRUE,1.201528768,1.845547874,1.319346532,1.068276432,3.112993138,0.040014729,-2.674962189,-2.545543417,-0.089611242,0.997640913,14.89546523,TRUE,TRUE
Larry Joseph,43.20111111,47.43777778,27.03777778,2126.893333,46839.04,564774.8078,3.666666667,10,16.44444444,34.77777778,14.87355167,TRUE,TRUE,TRUE,-0.69003892,0.613857474,-3.54208768,-2.413720755,-1.073636905,0.257386872,0.59529787,1.632738259,0.53889741,3.515889523,14.87355167,TRUE,TRUE
Jared Wise,40.86857143,54.30714286,35.13142857,2691.03,43898.31714,435205.8086,3.285714286,8.714285714,17.57142857,29.85714286,14.87305908,TRUE,TRUE,TRUE,-1.406136666,2.838141954,-0.165811208,0.798204182,-1.933005719,-3.135675715,-0.763771245,-1.170084232,2.500396939,0.161831224,14.87305908,TRUE,TRUE
Angelica Harris,44.71,39.94142857,36.73571429,2381.41,58984.31143,530199.3786,3.714285714,11,16.42857143,34.14285714,14.80419379,TRUE,TRUE,TRUE,-0.226804815,-1.813443011,0.503418569,-0.964624327,2.475581435,-0.648050355,0.76518151,3.812711307,0.511270656,3.083107807,14.80419379,TRUE,TRUE
Ashley Jimenez,46.69090909,45.51363636,32.70090909,2124.260909,69840.65273,535777.3209,3.727272727,10.54545455,16.54545455,29.18181818,14.79556739,TRUE,TRUE,TRUE,0.381341124,-0.009175052,-1.179705425,-2.428708522,5.648135122,-0.501979091,0.811513412,2.821814467,0.714704026,-0.298491146,14.79556739,TRUE,TRUE
Brent Stevens,29.09,42.98142857,40.23428571,2350.872857,54839.79,613302.1443,3.285714286,9.571428571,15.85714286,28,14.79483314,TRUE,TRUE,TRUE,-5.022198812,-0.829098062,1.962851982,-1.138488244,1.264426003,1.528186916,-0.763771245,0.698464095,-0.483292485,-1.104055295,14.79483314,TRUE,TRUE
Jason Sanchez,52.71181818,43.72,36.04454545,2866.828182,47012.86182,443544.4745,3.272727273,10.54545455,15.27272727,30.90909091,14.78534134,FALSE,TRUE,TRUE,2.229781028,-0.589950347,0.215096633,1.799115126,-1.022840874,-2.917308546,-0.810103147,2.821814467,-1.500459334,0.87887184,14.78534134,FALSE,TRUE
Andrea Lee,44.08333333,50.00333333,34.22083333,3256.446667,50137.67,594207.9542,4,10.58333333,16.75,31.75,14.77634102,TRUE,TRUE,TRUE,-0.419193648,1.444578413,-0.545667141,4.017416827,-0.10967672,1.028161582,1.784483347,2.904389203,1.070712423,1.452061715,14.77634102,TRUE,TRUE
Abigail Campbell,36.11666667,32.33666667,39.27111111,2491.756667,49382.54556,530934.4267,2.777777778,9,16.55555556,30.88888889,14.71789361,TRUE,TRUE,TRUE,-2.864987855,-4.275847277,1.561062501,-0.336363072,-0.330347089,-0.628801428,-2.5758634,-0.54723479,0.732284688,0.865101513,14.71789361,TRUE,TRUE
Michael Harris,41.41555556,51.27555556,35.72666667,2590.084444,47379.73556,532444.8178,3.777777778,10.88888889,17.33333333,34.22222222,14.69095694,TRUE,TRUE,TRUE,-1.238210648,1.856521017,0.082493102,0.223468366,-0.915629191,-0.589248359,0.991693029,3.570492079,2.08599563,3.137205521,14.69095694,TRUE,TRUE
Dennis Burke,49.959,50.106,34.189,2665.808,36954.529,571326.584,3.1,9.4,15.4,34.3,14.68741511,TRUE,TRUE,TRUE,1.38465633,1.477821641,-0.558946456,0.654602151,-3.96219217,0.428960218,-1.426317439,0.32475443,-1.278942998,3.190221281,14.68741511,TRUE,TRUE
Jill Brown,45.77333333,54.98444444,35.91666667,2207.666667,49982.93,643627.55,4.222222222,8.888888889,17.88888889,30.33333333,14.65598178,TRUE,TRUE,TRUE,0.099642194,3.057450637,0.161751838,-1.953835945,-0.154896463,2.322327491,2.577273664,-0.789454017,3.052932017,0.486417511,14.65598178,TRUE,TRUE
Rodney French,41.4575,43.53416667,40.40916667,3537.955833,52890.75417,568422.6717,3.916666667,9.416666667,15.5,28,14.63645274,TRUE,TRUE,TRUE,-1.225333559,-0.650122749,2.035803788,5.620195667,0.694858351,0.352914587,1.487186978,0.361087314,-1.104894448,-1.104055295,14.63645274,TRUE,TRUE
Heather Mercado,50.20583333,56.65666667,29.59833333,2429.245,63206.39917,551484.0925,3.5,9.75,16,31.5,14.63039171,TRUE,TRUE,TRUE,1.460435017,3.598912314,-2.473948752,-0.692274667,3.709404106,-0.090661111,0.000705132,1.087744997,-0.2346517,1.281653914,14.63039171,TRUE,TRUE
Brandon Carter,53.71272727,49.99727273,37.87090909,1887.414545,48312.95182,547973.2991,4.181818182,9.363636364,17,30.90909091,14.62267733,TRUE,TRUE,TRUE,2.537063579,1.442616002,0.97696649,-3.777198678,-0.642914966,-0.18259932,2.43312997,0.245482683,1.505833797,0.87887184,14.62267733,TRUE,TRUE
Rachel King,44.48090909,43.65545455,43.36272727,2442.997273,39594.23909,605417.3227,3.727272727,10,16.81818182,27.18181818,14.59772786,TRUE,TRUE,TRUE,-0.297136516,-0.610850015,3.26788526,-0.61397579,-3.190788457,1.321704708,0.811513412,1.632738259,1.189381889,-1.661753551,14.59772786,TRUE,TRUE
Natasha Weber,32.6075,47.695625,34.7875,2013.45625,51687.95,405507.9975,3.375,8.8125,16.5,30,14.56128169,TRUE,TRUE,TRUE,-3.942314153,0.697347807,-0.309281438,-3.059577367,0.343362328,-3.913381279,-0.445239421,-0.955979736,0.635591049,0.25920711,14.56128169,TRUE,TRUE
Ashley James,41.06375,48.904375,33.466875,1811.774375,51932.63125,535823.6712,3.375,8.6875,16.125,36.125,14.5436299,TRUE,TRUE,TRUE,-1.34621617,1.088738253,-0.860181796,-4.207857708,0.414865644,-0.500765301,-0.445239421,-1.228476367,-0.017091012,4.434198226,14.5436299,TRUE,TRUE
Alyssa Franklin,41.2575,39.01875,39.62875,2748.9475,50589.2425,524239.33,4.125,10.25,14.625,30.25,14.5291573,FALSE,TRUE,TRUE,-1.28673425,-2.112204192,1.710252007,1.127958785,0.022286522,-0.80412795,2.2304279,2.177731521,-2.627819258,0.429614911,14.5291573,FALSE,TRUE
Barbara Smith,48.79090909,48.76181818,35.28818182,2589.91,50889.52545,495729.5218,4.090909091,11.09090909,14.63636364,32.18181818,14.52642571,TRUE,TRUE,TRUE,1.026048383,1.042578686,-0.100421396,0.222475163,0.11003835,-1.550722923,2.108806659,4.010890675,-2.608041014,1.746402461,14.52642571,TRUE,TRUE
Shaun Alexander,43.95272727,45.78,33.84454545,3062.398182,42131.44455,519480.0527,2.636363636,9.636363636,17,27.36363636,14.49373832,TRUE,TRUE,TRUE,-0.45929016,0.077072875,-0.702636097,2.912597367,-2.449339723,-0.928760584,-3.080366329,0.840020787,1.505833797,-1.537820605,14.49373832,TRUE,TRUE
Alicia Wright,45.77583333,45.53666667,27.53833333,2332.730833,54997.68917,630419.31,3.5,8.666666667,16.91666667,24,14.43016749,TRUE,TRUE,TRUE,0.100409703,-0.001717894,-3.333280309,-1.241780269,1.31056895,1.976439314,0.000705132,-1.273892472,1.360793339,-3.830580105,14.43016749,TRUE,TRUE
Gary Moore,45.11714286,56.43,35.46285714,1878.348571,51128.75286,633502.93,3.571428571,10.28571429,17.14285714,29,14.40885595,TRUE,TRUE,TRUE,-0.10181055,3.525518173,-0.027555368,-3.828816007,0.179947886,2.057191004,0.255530592,2.255587701,1.754474583,-0.422424092,14.40885595,TRUE,TRUE
Bryce Anderson,34.443,49.182,36.672,2648.613,45162.624,658037.869,3.8,9.4,17,27.2,14.40513615,TRUE,TRUE,TRUE,-3.378809307,1.178632584,0.476840075,0.556702028,-1.563536736,2.699694875,1.070972061,0.32475443,1.505833797,-1.649360257,14.40513615,TRUE,TRUE
Cody Oneal,44.5575,41.65,33.04375,2802.68375,52861.8825,410749.48,3.625,9.375,18.25,31.875,14.40258388,TRUE,TRUE,TRUE,-0.273622842,-1.260211545,-1.036688914,1.433907346,0.686421171,-3.776120991,0.446649686,0.270255104,3.681440669,1.537265615,14.40258388,TRUE,TRUE
Emily Sullivan,43.52,47.252,34.715,2915.738,56827.323,692165.519,4.3,9.4,16.1,26.5,14.36821081,TRUE,TRUE,TRUE,-0.592138929,0.553703061,-0.339524903,2.077584288,1.845243699,3.593405972,2.854750276,0.32475443,-0.06060315,-2.126502099,14.36821081,TRUE,TRUE
Victoria Roman,39.63333333,50.79666667,36.01666667,3014.841111,55539.83111,633015.8256,4,9.111111111,17.33333333,29.11111111,14.36773023,FALSE,TRUE,TRUE,-1.785359031,1.701457906,0.203466962,2.641830104,1.468999344,2.044435052,1.784483347,-0.305015562,2.08599563,-0.346687292,14.36773023,FALSE,TRUE
Rachel Cisneros,39.24833333,51.42666667,42.185,2627.9325,47709.3875,540253.315,3.416666667,9.333333333,17.5,24.83333333,14.34326231,TRUE,TRUE,TRUE,-1.903555362,1.905450445,2.776594867,0.438957131,-0.819294849,-0.384764879,-0.296591237,0.179422893,2.376076546,-3.262554103,14.34326231,TRUE,TRUE
